"STATE"	"IDCENSUS"	"NAME"	"CONUM"	"ENROLL"	"TOTALREV"	"TFEDREV"	"TSTREV"	"TLOCREV"	"TOTALEXP"	"TCURISAL"	"TCURIBEN"	"PPCSTOT"	"PPSALWG"	"PPEMPBEN"	"PPITOTAL"	"PPISALWG"	"PPIEMBEN"
"200"	"AZ"	3500100300000	"CHINLE UNIFIED SCHOOL DISTRICT 24"	4001	3498	56455	32310	20248	3897	48856	15710	4862	12758	7301	2385	6415	4491	1390
"201"	"AZ"	3500100400000	"CONCHO SCHOOL DISTRICT 6"	4001	227	3457	308	1584	1565	3279	794	245	14286	6357	1943	7374	3498	1079
"202"	"AZ"	3500100600000	"GANADO UNIFIED SCHOOL DISTRICT 20"	4001	1434	24182	13432	8403	2347	25080	5233	2136	13478	7319	2826	5732	3649	1490
"203"	"AZ"	3500100800000	"MCNARY SCHOOL DISTRICT 23"	4001	155	2370	1303	929	138	2031	676	318	13103	6852	2542	7761	4361	2052
"204"	"AZ"	3500101200000	"SANDERS UNIFIED SCHOOL DISTRICT 18"	4001	761	11997	6689	4696	612	11840	3076	1025	15071	7937	2618	6068	4042	1347
"205"	"AZ"	3500101300000	"ST JOHNS UNIFIED SCHOOL DISTRICT 1"	4001	783	8286	1186	586	6514	7452	2573	722	9397	5660	1566	4511	3286	922
"206"	"AZ"	3500101400000	"ROUND VALLEY UNIFIED SCHOOL DISRICT 10"	4001	1295	10775	1065	827	8883	11268	3557	1301	8190	4663	1612	4193	2747	1005
"207"	"AZ"	3500101600000	"WINDOW ROCK CONSOLIDATED SCHOOL DISTRICT 8"	4001	1932	25675	14702	9310	1663	22369	6290	2196	11106	5733	2079	5131	3256	1137
"208"	"AZ"	3500140100000	"RED MESA UNIFIED SCHOOL DISTRICT 27"	4001	637	12188	6679	4871	638	14370	2703	764	16501	8630	2601	6008	4243	1199
"209"	"AZ"	3500140200000	"VERNON ELEMENTARY SCHOOL DISTRICT 9"	4001	146	1692	345	675	672	1900	521	110	12623	6082	1925	6158	3568	753
"212"	"AZ"	3500200500000	"BISBEE UNIFIED SCHOOL DISTRICT 2"	4003	617	7939	990	2914	4035	6996	2454	771	11143	6473	2139	5595	3977	1250
"214"	"AZ"	3500200700000	"SIERRA VISTA UNIFIED SCHOOL DISTRICT 68"	4003	5694	43704	4679	19476	19549	40828	16219	4330	7043	4587	1271	3872	2848	760
"215"	"AZ"	3500200800000	"COCHISE SCHOOL DISTRICT 26"	4003	85	2724	39	56	2629	1466	519	192	15494	8847	3765	8941	6106	2259
"216"	"AZ"	3500200900000	"DOUBLE ADOBE SCHOOL DISTRICT 45"	4003	56	861	20	600	241	735	233	66	12607	5411	1839	9125	4161	1179
"217"	"AZ"	3.500201e+12	"DOUGLAS SCHOOL DISTRICT 27"	4003	3776	32817	6738	18496	7583	27535	9299	3525	7182	4094	1562	3653	2463	934
"218"	"AZ"	3500201200000	"ELFRIDA SCHOOL DISTRICT 12"	4003	111	1368	133	768	467	1237	436	186	11081	6054	2441	5829	3928	1676
"219"	"AZ"	3500201400000	"MCNEAL SCHOOL DISTRICT 55"	4003	73	841	91	421	329	799	199	51	10836	5068	1342	6000	2726	699
"220"	"AZ"	3500201500000	"NACO SCHOOL DISTRICT 23"	4003	422	3666	371	2769	526	3202	842	406	7588	3005	1242	5322	1995	962
"221"	"AZ"	3500201600000	"PALOMINAS SCHOOL DISTRICT 49"	4003	1340	12797	856	7179	4762	10553	3077	1031	7755	3601	1222	4858	2296	769
"222"	"AZ"	3500201700000	"PEARCE SCHOOL DISTRICT 22"	4003	105	1327	89	453	785	1329	534	156	12657	7562	2314	7219	5086	1486
"223"	"AZ"	3500201800000	"VALLEY UNION HIGH SCHOOL DISTRICT 22"	4003	95	2083	110	311	1662	1741	597	206	18221	9589	3284	9653	6284	2168
"224"	"AZ"	3500201900000	"POMERENE SCHOOL DISTRICT 64"	4003	145	1902	116	645	1141	1795	313	92	7593	3462	1076	4628	2159	634
"225"	"AZ"	3500202300000	"ST DAVID SCHOOL DISTRICT 21"	4003	391	5008	563	1914	2531	4277	1282	398	10939	5361	1629	6693	3279	1018
"226"	"AZ"	3500202400000	"SAN SIMON SCHOOL DISTRICT 18"	4003	113	2033	96	567	1370	1666	553	170	14646	8735	3044	6894	4894	1504
"227"	"AZ"	3500202500000	"TOMBSTONE SCHOOL DISTRICT 1"	4003	787	10002	1052	4542	4408	8489	2627	794	10609	5250	1752	5534	3338	1009
"228"	"AZ"	3500202700000	"WILLCOX SCHOOL DISTRICT 13"	4003	1146	12037	1427	4782	5828	8939	3407	1168	7461	4425	1499	4264	2973	1019
"230"	"AZ"	3500230100000	"BENSON UNIFIED SCHOOL DISTRICT"	4003	1263	11662	865	4951	5846	10008	3346	1002	7622	4466	1378	3916	2649	793
"231"	"AZ"	3500300100000	"FLAGSTAFF SCHOOL DISTRICT 1"	4005	9789	96896	12062	20239	64595	83839	29554	9757	8094	4892	1635	4301	3019	997
"232"	"AZ"	3500300200000	"FREDONIA-MOCCASIN BI-COUNTY SCHOOL DISTRICT 6"	4005	250	3429	859	865	1705	2548	961	313	10108	5924	1844	5708	3844	1252
"233"	"AZ"	3500300300000	"GRAND CANYON SCHOOL DISTRICT 4"	4005	295	5053	1152	1045	2856	4190	1325	397	14193	8115	2319	6285	4492	1346
"234"	"AZ"	3500300400000	"MAINE CONSOLIDATED SCHOOL DISTRICT 10"	4005	145	2376	211	481	1684	2245	729	242	15372	8007	2683	8972	5028	1669
"235"	"AZ"	3500300500000	"TUBA CITY UNIFIED SCHOOL DISTRICT 15"	4005	1600	25462	13144	7460	4858	26209	6406	1978	13992	7366	2410	5721	4004	1236
"236"	"AZ"	3500300600000	"WILLIAMS SCHOOL DISTRICT 2"	4005	591	6063	970	784	4309	5397	1910	560	8804	5198	1628	4518	3232	948
"237"	"AZ"	3500310100000	"COCONINO ASSOCIATION FOR VOCATION INDUSTRY & TECHNOLOGY(CAVIAT)"	4005	50	2761	4	1595	1162	3424	127	13	68480	11020	3740	48960	2540	260
"239"	"AZ"	3500380100000	"PAGE SCHOOL DISTRICT 8"	4005	2675	29871	12378	7201	10292	25846	8930	2716	9372	5534	1681	4784	3338	1015
"240"	"AZ"	3500400100000	"GLOBE SCHOOL DISTRICT 1"	4007	1721	15108	3632	7718	3758	12782	4391	1338	7294	4083	1325	3662	2551	777
"241"	"AZ"	3500400200000	"HAYDEN-WINKELMAN SCHOOL DISTRICT 41"	4007	279	3575	463	1637	1475	3210	965	285	10928	6065	1717	4806	3459	1022
"242"	"AZ"	3500400300000	"MIAMI UNIFIED SCHOOL DISTRICT 40"	4007	1129	10233	1581	2574	6078	8739	3065	1018	7160	3952	1355	3937	2715	902
"243"	"AZ"	3500400400000	"TONTO SCHOOL DISTRICT 33"	4007	67	1360	266	323	771	1218	388	126	18030	9716	2940	9239	5791	1881
"244"	"AZ"	3500400500000	"PAYSON UNIFIED SCHOOL DISTRICT 10"	4007	2373	21588	2904	5638	13046	19630	6143	2146	7544	4112	1485	3933	2589	904
"245"	"AZ"	3500400600000	"PINE-STRAWBERRY SCHOOL DISTRICT 12"	4007	156	3183	255	350	2578	3285	1046	415	20865	11064	4378	11769	6705	2660
"246"	"AZ"	3500400700000	"SAN CARLOS UNIFIED SCHOOL DISTRICT 20"	4007	1569	15772	6239	8035	1498	21430	6234	2287	13255	7203	2481	5783	3973	1458
"250"	"AZ"	3500500100000	"BONITA SCHOOL DISTRICT 16"	4009	74	1119	48	258	813	1492	628	252	20068	12270	4851	12378	8486	3405
"251"	"AZ"	3500500300000	"FT THOMAS SCHOOL DISTRICT 7"	4009	597	8957	5081	3552	324	8788	2498	927	14720	7704	2789	6928	4184	1553
"253"	"AZ"	3500500500000	"PIMA UNIFIED SCHOOL DISTRICT 6"	4009	825	6357	547	4572	1238	5932	2056	617	6548	3647	1137	3932	2492	748
"254"	"AZ"	3500500600000	"SAFFORD SCHOOL DISTRICT 1"	4009	3027	21582	2630	11908	7044	22498	9879	2821	7181	4459	1272	4524	3264	932
"255"	"AZ"	3500500700000	"SOLOMONVILLE SCHOOL DISTRICT 5"	4009	277	2319	243	1265	811	2223	539	110	7755	3523	863	4556	1946	397
"256"	"AZ"	3500500800000	"THATCHER SCHOOL DISTRICT 4"	4009	1737	11633	668	7905	3060	10584	4033	1337	5617	3457	1150	3405	2322	770
"258"	"AZ"	3500600300000	"DUNCAN UNIFIED SCHOOL DISTRICT 2"	4011	311	4480	439	273	3768	3591	1241	329	11315	6550	1865	5373	3990	1058
"259"	"AZ"	3500600400000	"MORENI SCHOOL DISTRICT 18"	4011	1498	12493	361	759	11373	11997	5009	1580	7939	4975	1445	4933	3344	1055
"261"	"AZ"	3500700100000	"AGUILA SCHOOL DISTRICT 63"	4013	207	2151	398	958	795	2095	636	221	10116	4614	1420	6300	3072	1068
"262"	"AZ"	3500700200000	"ALHAMBRA SCHOOL DISTRICT 68"	4013	13520	111012	23998	59501	27513	105669	38625	10994	7458	4757	1308	3974	2857	813
"263"	"AZ"	3500700300000	"ARLINGTON SCHOOL DISTRICT 47"	4013	230	3386	550	137	2699	2753	1050	370	11630	6813	2352	6370	4565	1609
"264"	"AZ"	3500700400000	"AVONDALE SCHOOL DISTRICT 44"	4013	5600	51018	6368	22157	22493	45211	14993	4339	7346	4366	1218	3873	2677	775
"265"	"AZ"	3500700500000	"BALSZ SCHOOL DISTRICT 31"	4013	2496	27211	5874	8169	13168	22745	6797	1842	8477	4819	1314	4065	2723	738
"266"	"AZ"	3500700600000	"BUCKEYE SCHOOL DISTRICT 33"	4013	5042	37120	4218	21553	11349	36075	12260	3792	6601	3854	1219	3495	2432	752
"267"	"AZ"	3500700700000	"BUCKEYE UNION HIGH SCHOOL DISTRICT 201"	4013	3964	39767	3149	11431	25187	50584	11030	3242	7799	4410	1409	3992	2783	818
"268"	"AZ"	3500700800000	"CARTWRIGHT SCHOOL DISTRICT 83"	4013	18684	148509	32938	83648	31923	129934	49164	15923	6766	4079	1310	3815	2631	852
"269"	"AZ"	3500700900000	"CAVE CREEK UNIFIED SCHOOL DISTRICT 93"	4013	5392	46654	2130	9485	35039	55252	13765	4196	6907	4186	1328	3603	2553	778
"270"	"AZ"	3.500701e+12	"CHANDLER UNIFIED SCHOOL DISTRICT 80"	4013	42843	350971	20423	150120	180428	331019	130472	35031	7056	4526	1259	4209	3045	818
"271"	"AZ"	3500701100000	"CREIGHTON ELEMENTARY SCHOOL DISTRICT 14"	4013	6430	62170	14180	24190	23800	54964	17305	5505	7817	4794	1513	3771	2691	856
"272"	"AZ"	3500701300000	"DYSART SCHOOL DISTRICT 89"	4013	24885	198615	18104	98553	81958	169660	60967	17197	6263	3594	1038	3465	2450	691
"273"	"AZ"	3500701400000	"FOWLER SCHOOL DISTRICT 45"	4013	3800	39932	8273	18584	13075	35233	12544	4072	8842	5022	1572	4649	3301	1072
"274"	"AZ"	3500701500000	"GILA BEND UNIFIED SCHOOL DISTRICT 24"	4013	409	5612	1015	425	4172	5006	1394	387	12227	5604	1760	4912	3408	946
"275"	"AZ"	3500701600000	"GILBERT SCHOOL DISTRICT 41"	4013	36021	284987	15603	140366	129018	248612	102190	32713	6597	4264	1365	3954	2837	908
"276"	"AZ"	3500701700000	"GLENDALE ELEMENTARY SCHOOL DISTRICT 40"	4013	13635	101892	21249	58736	21907	98444	34161	12026	6826	4166	1503	3512	2505	882
"277"	"AZ"	3500701800000	"GLENDALE UNION HIGH SCHOOL DISTRICT 205"	4013	15497	145573	16598	62559	66416	137966	47419	15470	7794	4770	1624	4342	3060	998
"278"	"AZ"	3500701900000	"HIGLEY UNIFIED SCHOOL DISTRICT"	4013	11883	92291	4539	44995	42757	84378	26316	7183	5209	3328	909	2950	2215	604
"279"	"AZ"	3.500702e+12	"ISAAC SCHOOL DISTRICT 5"	4013	7392	61796	14056	31902	15838	58144	20945	6879	7795	4790	1554	4010	2833	931
"280"	"AZ"	3500702100000	"KYRENE SCHOOL DISTRICT 28"	4013	17347	149151	7515	56431	85205	144729	48242	14446	6816	4226	1281	3893	2781	833
"281"	"AZ"	3500702200000	"LAVEEN SCHOOL DISTRICT 59"	4013	6648	51951	6111	28575	17265	59332	15652	4314	6215	3961	1087	3113	2354	649
"282"	"AZ"	3500702300000	"LIBERTY SCHOOL DISTRICT 25"	4013	3408	25017	2345	12976	9696	23310	8700	2838	6294	3766	1248	3538	2553	833
"283"	"AZ"	3500702400000	"LITCHFIELD ELEMENTARY SCHOOL DISTRICT 79"	4013	11186	80784	5813	43474	31497	75141	28083	8899	6028	3812	1261	3490	2511	796
"284"	"AZ"	3500702500000	"LITTLETON ELEMENTARY SCHOOL DISTRICT 65"	4013	5473	43772	6060	22342	15370	50376	14323	4146	7000	4060	1180	3618	2617	758
"285"	"AZ"	3500702600000	"MADISON ELEMENTARY SCHOOL DISTRICT 38"	4013	5672	64368	4045	14323	46000	66981	13798	4728	7603	4258	1563	3852	2433	834
"286"	"AZ"	3500702700000	"MESA UNIFIED SCHOOL DISTRICT"	4013	64367	542277	64742	256023	221512	537276	205596	54988	7593	5003	1369	4266	3194	854
"288"	"AZ"	3500702900000	"MORRISTOWN SCHOOL DISTRICT 75"	4013	144	2602	284	1135	1183	1792	577	183	12403	5965	1847	7201	4007	1271
"289"	"AZ"	3.500703e+12	"MURPHY SCHOOL DISTRICT 21"	4013	1787	18511	4803	7494	6214	16734	5111	1400	8929	5236	1457	4190	2860	783
"290"	"AZ"	3500703100000	"NADABURG SCHOOL DISTRICT 81"	4013	1236	10641	1657	5770	3214	10481	2539	599	8093	3515	957	4796	2054	485
"291"	"AZ"	3500703200000	"OSBORN SCHOOL DISTRICT 8"	4013	2912	29894	6440	7833	15621	25733	8694	2736	8207	4927	1575	4116	2986	940
"292"	"AZ"	3500703300000	"PALO VERDE SCHOOL DISTRICT 49"	4013	471	4304	652	2317	1335	3827	1322	454	7839	4561	1546	4197	2807	964
"293"	"AZ"	3500703400000	"PENDERGAST SCHOOL DISTRICT 92"	4013	10028	76894	10020	42383	24491	71080	22972	8254	6469	3565	1317	3246	2291	823
"294"	"AZ"	3500703500000	"PEORIA UNIFIED SCHOOL DISTRICT 11"	4013	36418	304660	23069	138370	143221	288368	96098	31131	6809	4067	1441	3743	2639	855
"295"	"AZ"	3500703600000	"PHOENIX ELEMENTARY SCHOOL DISTRICT 1"	4013	6933	87816	18897	21525	47394	74249	22975	8006	10122	5926	2082	4993	3314	1155
"296"	"AZ"	3500703700000	"PHOENIX UNION HIGH SCHOOL DISTRICT 210"	4013	27109	322967	33693	76601	212673	315669	102927	33740	10259	6069	2168	5572	3797	1245
"297"	"AZ"	3500703800000	"QUEEN CREEK SCHOOL DISTRICT 95"	4013	5885	47124	3851	21122	22151	57168	14239	4185	6586	3918	1253	3367	2420	711
"298"	"AZ"	3500703900000	"RIVERSIDE SCHOOL DISTRICT 2"	4013	915	14562	1677	562	12323	24278	2052	707	8658	4443	1549	3431	2243	773
"299"	"AZ"	3.500704e+12	"ROOSEVELT SCHOOL DISTRICT 66"	4013	9382	106435	26265	37807	42363	99793	29644	10973	9996	5815	2094	4738	3160	1170
"300"	"AZ"	3500704100000	"SCOTTSDALE UNIFIED SCHOOL DISTRICT 48"	4013	23659	227712	16017	34958	176737	202733	68119	21655	7563	4744	1497	4043	2879	915
"302"	"AZ"	3500704300000	"PARADISE VALLEY SCHOOL DISTRICT 69 AND 217"	4013	32316	310611	23253	81190	206168	280554	91333	30639	7275	4362	1465	4135	2826	948
"303"	"AZ"	3500704400000	"TEMPE ELEMENTARY SCHOOL DISTRICT 3"	4013	11591	122259	13669	32659	75931	120161	35526	12745	8441	5293	1912	4356	3065	1100
"304"	"AZ"	3500704500000	"TEMPE UNION HIGH SCHOOL DISTRICT 213"	4013	14040	131961	5904	29282	96775	116803	38349	11487	7315	4553	1434	3912	2731	818
"305"	"AZ"	3500704600000	"PALOMA SCHOOL DISTRICT 94"	4013	116	4408	207	101	4100	5310	448	142	13190	5853	1853	7259	3862	1224
"306"	"AZ"	3500704700000	"TOLLESON ELEMENTARY SCHOOL DISTRICT 17"	4013	2989	25690	4926	11726	9038	22806	8135	2221	7159	4238	1158	3732	2722	743
"307"	"AZ"	3500704800000	"TOLLESON UNION HIGH SCHOOL DISTRICT 214"	4013	11419	96398	8885	42972	44541	75441	25685	8665	5841	3543	1137	3282	2249	759
"308"	"AZ"	3500704900000	"UNION SCHOOL DISTRICT 62"	4013	2025	14775	2679	8747	3349	13563	4273	1451	6470	3418	1171	3349	2110	717
"309"	"AZ"	3.500705e+12	"WASHINGTON SCHOOL DISTRICT 6"	4013	23529	211841	39366	97891	74584	189277	63306	20794	7330	4477	1464	3830	2691	884
"310"	"AZ"	3500705100000	"WICKENBURG UNIFIED SCHOOL DISTRICT 9"	4013	1124	14607	1329	2407	10871	12712	3885	1103	10545	5853	1724	4889	3456	981
"311"	"AZ"	3500705200000	"WILSON SCHOOL DISTRICT 7"	4013	1175	14837	3673	3849	7315	14006	5065	1670	10574	6252	2106	5997	4311	1421
"312"	"AZ"	3500710100000	"WESTERN MARICOPA EDUCATION CENTER"	4013	421	33524	53	18367	15104	35691	1378	516	29226	11563	4644	12670	3273	1226
"313"	"AZ"	3500720200000	"EAST VALLEY INSTITUTE OF TECHNOLOGY DISTRICT"	4013	1422	45221	1437	30061	13723	39976	4610	1248	23707	5429	1498	19617	3242	878
"314"	"AZ"	3500750100000	"DEER VALLEY UNIFIED SCHOOL DISTRICT"	4013	34153	273905	22021	105504	146380	253630	98488	29292	6814	4246	1425	3996	2884	858
"315"	"AZ"	3500750200000	"AGUA FRIA UNION HIGH SCHOOL DISTRICT 216"	4013	7629	63871	3870	25451	34550	61199	22734	5871	7266	4525	1207	4086	2980	770
"316"	"AZ"	3500770200000	"SADDLE MOUNTAIN UNIFIED SCHOOL DISTRICT"	4013	1506	15398	1873	826	12699	14551	3616	1136	8511	3980	1319	3786	2401	754
"317"	"AZ"	3500790100000	"FOUNTAIN HILLS SCHOOL DISTRICT 98"	4013	1569	15990	1980	3044	10966	14547	4084	1176	7901	4363	1473	3904	2603	750
"318"	"AZ"	3500800200000	"BULLHEAD CITY SCHOOL DISTRICT 15"	4015	2865	21825	4635	9358	7832	21429	8281	2905	7480	4029	1397	4106	2890	1014
"319"	"AZ"	3500800400000	"HACKBERRY SCHOOL DISTRICT 3"	4015	62	1109	122	78	909	907	217	81	14629	6661	2516	7613	3500	1306
"320"	"AZ"	3500800500000	"KINGMAN UNIFIED SCHOOL DISTRICT 20"	4015	6604	60437	7608	18308	34521	49205	15333	5377	6845	3828	1381	3370	2322	814
"321"	"AZ"	3500800600000	"LITTLEFIELD SCHOOL DISTRICT 9"	4015	409	4006	645	1970	1391	3809	1542	424	9159	5819	1575	5093	3770	1037
"322"	"AZ"	3.500801e+12	"MOHAVE VALLEY SCHOOL DISTRICT 16"	4015	1144	12065	1949	3953	6163	9961	3606	1004	8649	5271	1580	4149	3152	878
"324"	"AZ"	3500801200000	"PEACH SPRINGS UNIFIED SCHOOL DISTRICT"	4015	238	3533	1702	765	1066	2654	551	224	10731	4248	1466	4185	2315	941
"325"	"AZ"	3500801300000	"COLORADO CITY UNIFIED SCHOOL DISTRICT 14"	4015	596	5631	1669	2658	1304	5010	1759	507	7936	4713	1300	4273	2951	851
"326"	"AZ"	3500801400000	"TOPOCK SCHOOL DISTRICT 12"	4015	100	1153	245	182	726	1109	371	86	11090	6280	1670	5110	3710	860
"327"	"AZ"	3500801500000	"VALENTINE SCHOOL DISTRICT 22"	4015	80	512	30	267	215	708	270	79	8850	5125	1450	5138	3375	988
"330"	"AZ"	3500820100000	"COLORADO R UNION HIGH SCHOOL DISTRICT 2"	4015	2041	16914	2029	3241	11644	14981	5380	1626	7214	3930	1236	3715	2636	797
"331"	"AZ"	3500870100000	"LAKE HAVASU UNIFIED SCHOOL DISTRICT 1"	4015	5454	40891	4868	9825	26198	36711	13181	4306	6353	3677	1366	3431	2417	790
"332"	"AZ"	3500900300000	"HOLBROOK UNIFIED SCHOOL DISTRICT 3"	4017	2064	24224	8326	11466	4432	22612	8282	2699	10337	6215	2050	5657	4013	1308
"333"	"AZ"	3500900400000	"JOSEPH CITY SCHOOL DISTRICT 2"	4017	395	5602	446	248	4908	4768	1512	334	11901	6808	1559	5375	3828	846
"334"	"AZ"	3500900500000	"KAYENTA UNIFIED SCHOOL DISTRICT 27"	4017	1759	29465	16263	10346	2856	25371	6749	2136	12885	7306	2416	5315	3837	1214
"335"	"AZ"	3500900600000	"CEDAR UNIFIED SCHOOL DISTRICT 25"	4017	120	3188	1840	1164	184	3598	812	264	28300	12567	4300	10117	6767	2200
"336"	"AZ"	3500900700000	"BLUE RIDGE UNIFIED SCHOOL DISTRICT 32"	4017	2081	18947	2586	3769	12592	16988	5625	3489	8006	4184	2183	4537	2703	1677
"337"	"AZ"	3500901300000	"SHOW LOW UNIFIED SCHOOL DISTRICT 10"	4017	2404	18389	2082	7352	8955	16522	6061	2195	6859	3818	1403	3948	2521	913
"338"	"AZ"	3500901600000	"SNOWFLAKE UNIFIED SCHOOL DISTRICT 5"	4017	2429	17235	2060	9844	5331	15812	5449	1725	6204	3328	990	3441	2243	710
"339"	"AZ"	3500901800000	"WHITERIVER UNIFIED SCHOOL DISTRICT 20"	4017	2237	30264	16391	12163	1710	26012	7978	2626	10308	5709	2087	4909	3566	1174
"340"	"AZ"	3500901900000	"WINSLOW UNIFIED SCHOOL DISTRICT 1"	4017	2150	19589	5991	9878	3720	17176	5614	2320	7876	4490	1762	3945	2611	1079
"341"	"AZ"	3500910100000	"NORTHERN ARIZONA VOCATIONAL INSTITUTE OF TECHNOLOGY"	4017	493	4895	51	3756	1088	2138	0	0	4266	651	195	2939	0	0
"343"	"AZ"	3500940100000	"PINON SCHOOL UNIFIED SCHOOL DISTRICT 4"	4017	1218	21517	10742	8594	2181	19521	5491	1558	15788	8722	3016	6200	4508	1279
"344"	"AZ"	3500940200000	"HEBER OVERGAARD SCHOOL DISTRICT"	4017	443	5400	773	1084	3543	4561	1518	527	9774	5427	1950	5018	3427	1190
"345"	"AZ"	3501000100000	"AJO SCHOOL DISTRICT 15 AND 103"	4019	419	3994	960	1989	1045	3797	1328	387	8936	5442	1377	4611	3169	924
"346"	"AZ"	3501000200000	"AMPHITHEATER SCHOOL DISTRICT 10"	4019	13737	125705	14309	32058	79338	120016	38725	10644	7728	4690	1292	4140	2819	775
"347"	"AZ"	3501000300000	"CATALINA FOOTHILLS SCHOOL DISTRICT 16"	4019	4919	42431	1459	10184	30788	45902	13442	3799	7052	4133	1173	3773	2733	772
"348"	"AZ"	3501000400000	"CONTINENTAL SCHOOL DISTRICT 39"	4019	775	7245	488	1479	5278	7038	1847	511	8018	3512	1015	5373	2383	659
"350"	"AZ"	3501000600000	"FLOWING WELLS SCHOOL DISTRICT 8"	4019	5253	44728	7487	20088	17153	41904	15709	4172	7674	4637	1268	4149	2990	794
"351"	"AZ"	3501000700000	"INDIAN OASIS-BABOQUIVARA UNIFIED SCHOOL DISTRICT 40"	4019	1010	19187	11768	6405	1014	16424	5310	1382	16195	9951	2803	6962	5257	1368
"352"	"AZ"	3.501001e+12	"MARANA UNIFIED SCHOOL DISTRICT 6"	4019	12252	104357	9433	44616	50308	120173	35974	10012	7470	4672	1355	4026	2936	817
